estacion,hora,dia_semana,q_cafes_llevar_algo_leche_sinbakery_alfajor_cachafaz,q_cafes_llevar_algo_otros_sinbakery_alfajor_cachafaz,q_cafes_local_algo_leche_sinbakery_alfajor_cachafaz,q_cafes_local_algo_otros_sinbakery_alfajor_cachafaz
Florencio Varela,17,1,,,,2.0000
Congreso,7,4,,,,1.0000
Laferrere,12,4,,,,
Villa Allende,6,3,,,,1.0000
Garay,8,1,2.0000,,,1.0000
Garay,14,3,,,,4.0000
Emilio Castro,15,3,,1.0000,,1.0000
La Carmela,5,3,,,,
La Carmela,0,2,,,,
La Carmela,16,6,,,,
Luis Viale,5,7,,,1.0000,
AUBASA LP-BA,17,4,5.0000,9.0000,4.0000,8.0000
Amanecer,17,7,1.0000,,1.0000,3.0000
Alberdi,22,3,,,,
Dialogos,1,6,,,,1.0000
Fisherton,4,4,,,,
Dialogos,16,2,,1.0000,,
AUBASA BA-LP,2,3,,4.0000,,
Bulnes,12,4,,,1.0000,2.0000
Bonpland,10,3,,,,1.0000
Los Incas,3,7,,,,
Lima,20,1,6.0000,4.0000,,1.0000
Santa Fe,20,2,,,,1.0000
Gral Paz Capital,0,4,1.0000,2.0000,,5.0000
Lima,2,2,2.0000,1.0000,,
Fisherton,14,4,,1.0000,,14.0000
Olivos,8,5,,1.0000,1.0000,1.0000
Emilio Castro,20,2,,,,
Maipu,9,1,,,,
Santa Rita,5,6,,,,2.0000
Olivos,21,1,,,,1.0000
Garay,22,6,,,,
Floresta,21,5,1.0000,,,
Alsina,19,4,,1.0000,,
Centenera,2,6,,,,
Boulevard,5,7,,,,
Gutierrez,19,7,2.0000,,,1.0000
Dialogos,10,2,2.0000,,1.0000,1.0000
Del Tejar,12,1,,,1.0000,
Dialogos,21,7,,,,
Olivos,22,5,,,,
Parque Sarmiento,1,6,,,1.0000,2.0000
Trelles,17,1,,,1.0000,1.0000
Congreso,19,3,,,,1.0000
El Arco,10,5,,1.0000,,
Garay,9,7,1.0000,2.0000,,
Emilio Castro,14,5,,,1.0000,
Dialogos,1,1,,,1.0000,
Dialogos,14,6,,,,1.0000
AUBASA LP-BA,20,6,,2.0000,,
Maipu,19,2,,,,1.0000
Congreso,8,5,,,,
La Bandera,18,6,,,,7.0000
La Carmela,2,2,,,,
Cabildo,18,3,1.0000,,,
Garay,10,5,,1.0000,,4.0000
San Isidro,0,6,,,,
Santa Fe,18,4,1.0000,,,2.0000
Luis Viale,22,4,,1.0000,,1.0000
Dialogos,12,6,,,2.0000,
Santa Rita,6,6,1.0000,,3.0000,1.0000
Bonpland,4,5,1.0000,,,1.0000
Las Heras,9,2,,1.0000,1.0000,
Alsina,17,2,,1.0000,,1.0000
Emilio Castro,3,3,1.0000,,2.0000,
Floresta,21,2,,,,1.0000
Olivos,14,1,,,1.0000,
Laferrere,17,3,,,,4.0000
Alberdi,20,4,,,,
Trelles,2,3,,,,1.0000
America,0,4,1.0000,,,2.0000
AUBASA LP-BA,4,7,,5.0000,,
Maipu,22,4,,,,
Arroyo Seco,21,3,1.0000,1.0000,,4.0000
Pilar,13,4,,,,1.0000
Villa Allende,17,4,,,,
Las Heras,8,2,1.0000,2.0000,,1.0000
Florencio Varela,4,1,,,,
America,11,6,,,,
Florencio Varela,8,3,,,,1.0000
Villa Luro,13,7,,,1.0000,
Maipu,20,6,2.0000,,,
Bonpland,1,7,,3.0000,,2.0000
Bulnes,19,5,,,,4.0000
Luis Viale,13,3,,,,
Cabildo,20,1,,,,2.0000
Emilio Castro,6,2,,,,
Zarate,2,5,,,,
Bulnes,16,7,,,,2.0000
Boulevard,11,3,,1.0000,,1.0000
Garay,13,3,,,,
San Isidro,20,7,,,,1.0000
Los Incas,10,5,1.0000,,,
Santa Rita,6,2,,,,
Amanecer,6,2,,,1.0000,
Dialogos,5,4,1.0000,,,
Zarate,20,7,,,,
Santa Rita,7,3,1.0000,1.0000,,2.0000
Maschwitz,19,7,,,,
Pilar,17,5,,,,
Villa Allende,20,4,,,,
America,18,6,,,,1.0000
Alberdi,13,5,,,,
Gutierrez,2,5,,,,
Maipu,4,7,,,,1.0000
Centenera,12,6,,1.0000,,1.0000
El Arco,11,6,,,,1.0000
Floresta,9,2,,1.0000,,1.0000
El Arco,19,2,1.0000,,,1.0000
La Bandera,20,3,,,,1.0000
Fisherton,12,1,,,,
Alsina,7,4,2.0000,2.0000,2.0000,
Quilmes,12,2,,,3.0000,
El Club,8,3,1.0000,,,1.0000
Emilio Castro,8,4,1.0000,3.0000,,
Luis Viale,18,3,,6.0000,,1.0000
La Bandera,19,6,,,,3.0000
Amanecer,3,1,,1.0000,,2.0000
Alberdi,20,3,,,,
Garay,17,1,2.0000,1.0000,,1.0000
Las Heras,0,2,,2.0000,,
Los Incas,23,7,,1.0000,,
El Arco,6,4,,,,
Alvear,0,7,4.0000,2.0000,,13.0000
Cabildo,11,4,,,1.0000,
OPERADOR LOGISTICO,13,3,,,,1718.0000
Cabildo,8,7,,,,
Maipu,7,7,,,,
El Arco,9,6,3.0000,1.0000,,1.0000
Fisherton,15,2,1.0000,2.0000,,14.0000
Garay,3,5,,,,
OPERADOR LOGISTICO 2,22,6,,,,
Zarate,8,3,8.0000,,1.0000,1.0000
El Arco,14,3,,,,
Emilio Castro,2,6,1.0000,,,1.0000
Centenera,23,2,,,,2.0000
Boulevard,0,7,1.0000,,,
Centenera,20,3,4.0000,,,
El Club,12,1,,2.0000,,1.0000
Bonpland,20,3,,1.0000,,
Trelles,8,2,1.0000,,,
La Bandera,13,3,,,,4.0000
La Carmela,16,7,,,,
Florencio Varela,19,7,1.0000,3.0000,,1.0000
Gutierrez,6,4,,,,
Del Tejar,21,5,,,,3.0000
Bonpland,23,1,,2.0000,,1.0000
Maschwitz,20,4,,,,
Santa Rita,1,6,2.0000,1.0000,1.0000,
El Club,20,6,1.0000,1.0000,1.0000,3.0000
Dialogos,8,1,,,,
Alsina,23,2,,,,1.0000
Villa Luro,4,2,,,,
Trelles,7,2,1.0000,,,
Lima,4,1,2.0000,2.0000,4.0000,1.0000
La Carmela,14,3,,,,2.0000
Ovidio Lagos,5,7,,,,
Cabildo,12,6,,,,
La Bandera,16,3,,,,5.0000
Trelles,10,6,1.0000,,,
Emilio Castro,17,2,,,,
Ovidio Lagos,22,7,,,,
Villa Luro,8,3,3.0000,,2.0000,5.0000
El Arco,17,2,,1.0000,,1.0000
Santa Rita,19,2,1.0000,,1.0000,
Del Tejar,17,1,2.0000,,,2.0000
Olivos,14,5,1.0000,,,1.0000
Ovidio Lagos,6,6,,,,
Laferrere,18,2,,,,
Trelles,20,5,,,,
Las Heras,9,5,1.0000,,,1.0000
Garay,14,1,,,,
La Carmela,20,6,,,,
Garay,5,7,,,,
Garay,20,4,1.0000,,,
Dialogos,10,1,,,,
Bulnes,13,4,,,,5.0000
El Club,11,3,,,1.0000,1.0000
Parque Sarmiento,12,2,,,1.0000,1.0000
Ovidio Lagos,4,4,,,,
Del Tejar,1,2,1.0000,,1.0000,
Pilar,6,1,1.0000,1.0000,,1.0000
El Club,1,3,,,,2.0000
Olivos,1,2,2.0000,1.0000,,
Congreso,20,2,,,,
Congreso,10,5,,,,
La Bandera,12,1,,1.0000,1.0000,2.0000
Villa Allende,16,4,1.0000,2.0000,,7.0000
Maschwitz,17,5,,,,
OPERADOR LOGISTICO,21,6,,,,
Santa Fe,18,6,,,,
Ovidio Lagos,13,7,,1.0000,,5.0000
Luis Viale,14,4,,,,3.0000
Alberdi,15,7,,,,
Parque Sarmiento,8,1,,1.0000,,1.0000
Maschwitz,16,7,,,,
America,9,3,2.0000,1.0000,,
Zarate,4,1,,4.0000,,
Gutierrez,9,6,2.0000,2.0000,,2.0000
Floresta,11,6,,1.0000,,1.0000
Luis Viale,2,2,,1.0000,,
Villa Allende,5,6,,,,
Los Incas,4,5,,,,
Floresta,7,6,,,2.0000,
Pilar,7,6,2.0000,,1.0000,1.0000
Emilio Castro,18,6,,,,2.0000
Bonpland,12,5,,,,2.0000
La Carmela,5,2,,,,1.0000
Fisherton,18,4,,,1.0000,11.0000
Garay,8,2,,,,
El Arco,10,1,2.0000,3.0000,,
Centenera,7,2,,,,
Bulnes,14,5,,,,5.0000
Floresta,0,6,,1.0000,,
Villa Allende,19,5,,,,1.0000
Garay,5,3,,,,
OPERADOR LOGISTICO 2,21,3,,,,10.0000
Floresta,2,7,,,3.0000,1.0000
Floresta,7,3,,,,1.0000
Floresta,12,6,,,,
Emilio Castro,15,2,,,,2.0000
Centenera,3,6,,,,
Alberdi,1,5,,,,
La Bandera,19,1,,2.0000,,3.0000
Garay,22,3,,,,1.0000
OPERADOR LOGISTICO 2,15,6,,,,2846.0000
Las Heras,18,5,1.0000,4.0000,,2.0000
Bulnes,8,3,,1.0000,,1.0000
Trelles,5,1,,,,1.0000
OPERADOR LOGISTICO 2,10,2,,,,14.0000
Alberdi,18,3,,,,
Florencio Varela,8,1,1.0000,,,
Zarate,8,5,,2.0000,,
La Bandera,14,1,,,2.0000,
Maschwitz,11,6,,,,
Quilmes,6,6,,,,
San Isidro,2,4,1.0000,1.0000,,
America,4,2,,,,
Maschwitz,0,1,,,,
Santa Rita,21,3,,,,
Laferrere,4,6,,,,
Los Incas,5,3,1.0000,1.0000,,
Villa Allende,7,1,,3.0000,,1.0000
America,6,1,1.0000,,,1.0000
Ovidio Lagos,22,5,,,,3.0000
Gral Paz Capital,3,2,,4.0000,1.0000,3.0000
Los Incas,2,5,,,,
Cabildo,3,4,,,,
Emilio Castro,8,2,2.0000,1.0000,,1.0000
Rivadavia,16,1,,,,
Pilar,1,6,2.0000,,,
Ovidio Lagos,18,2,,,,1.0000
Alsina,20,4,,,,
Quilmes,10,6,,,,
Gutierrez,3,1,,,,6.0000
Cabildo,16,2,,,,1.0000
Alsina,6,2,1.0000,,1.0000,
Centenera,4,2,,1.0000,,1.0000
Centenera,23,7,,,,
Maschwitz,10,1,,2.0000,,
Amanecer,12,4,,,,2.0000
Del Tejar,5,5,,,,
Boulevard,9,5,,,,1.0000
Ovidio Lagos,14,3,,,,
Trelles,5,6,,,,
Cabildo,7,2,,,,
Garay,20,1,1.0000,,,2.0000
Villa Allende,22,5,,,,
Boulevard,1,1,1.0000,,,
Alsina,12,7,,,,
Alsina,3,7,1.0000,,,1.0000
Emilio Castro,5,5,1.0000,,2.0000,
OPERADOR LOGISTICO,17,7,,,,
AUBASA LP-BA,8,1,1.0000,,,
OPERADOR LOGISTICO,19,2,,,,806.0000
Trelles,8,3,,,,
Zarate Brazo Largo,0,5,,4.0000,,
Cabildo,9,6,,1.0000,,
Alberdi,17,5,,,,
Centenera,19,7,2.0000,,,
Las Heras,23,3,1.0000,2.0000,2.0000,1.0000
La Carmela,8,7,1.0000,1.0000,,
Garay,3,3,,,,
Maschwitz,9,5,,1.0000,,
Villa Allende,0,5,,,,
El Arco,17,7,1.0000,,,
Alsina,8,6,1.0000,,,1.0000
Congreso,12,3,,3.0000,,
Garay,19,4,,,,2.0000
Bulnes,20,4,,,,1.0000
Emilio Castro,8,7,2.0000,,,
Luis Viale,10,2,,,,
Olivos,5,4,,,,
Congreso,7,1,,,,1.0000
OPERADOR LOGISTICO,9,6,,,,1612.0000
Santa Fe,21,6,,,,
Cabildo,20,2,,,,
Laferrere,10,3,,,,
Alberdi,22,2,,,,
AUBASA BA-LP,4,3,2.0000,,,
Laferrere,6,1,,,,1.0000
Maipu,11,1,,,,
Del Tejar,14,2,,,,2.0000
Lima,3,2,,6.0000,,
Florencio Varela,8,6,1.0000,,,
La Bandera,22,5,,,,
Del Tejar,8,5,,1.0000,1.0000,4.0000
Cabildo,14,6,,,,3.0000
Floresta,6,3,,,,
Villa Allende,18,5,,1.0000,,1.0000
El Arco,22,5,,1.0000,,1.0000
Bulnes,21,3,,,,
Maschwitz,2,5,,,,
Trelles,11,3,,,,1.0000
Centenera,13,1,,,,
Ovidio Lagos,1,5,,2.0000,,
Bulnes,20,7,,,2.0000,
Amanecer,4,4,1.0000,,,
Luis Viale,6,3,2.0000,,,
Las Heras,4,5,,,,1.0000
Congreso,12,2,,2.0000,,
Santa Fe,14,7,,,,
Zarate Brazo Largo,3,7,,1.0000,,
Santa Rita,10,7,,,,
Floresta,8,1,,,,
La Bandera,5,5,,,,
Alsina,7,5,1.0000,1.0000,,
Zarate,5,4,,,,
El Club,10,2,1.0000,1.0000,,2.0000
Bulnes,8,6,,,,1.0000
Cabildo,4,1,,1.0000,,
Centenera,4,5,,,,
Bulnes,7,2,,,,
Laferrere,2,5,,,,
Centenera,10,1,1.0000,,,1.0000
Alberdi,1,3,,,,
Maschwitz,20,7,,,,
Zarate Brazo Largo,2,5,,,,
Villa Luro,10,4,,,,3.0000
Maschwitz,9,2,,2.0000,,
Los Incas,2,2,,,,
Boulevard,1,2,,,,
Centenera,6,1,,,,2.0000
Del Tejar,3,5,,1.0000,,1.0000
Floresta,21,7,,1.0000,,1.0000
Floresta,6,1,,,,
Zarate,8,1,,,,
Villa Allende,1,1,,,,
Alberdi,2,2,,,,
Bulnes,12,5,,,,2.0000
Bulnes,7,7,,2.0000,,
La Bandera,5,4,,,1.0000,2.0000
Maschwitz,5,1,1.0000,,,
Pilar,9,6,1.0000,,,
Emilio Castro,4,3,3.0000,,2.0000,
Luis Viale,12,1,,,,
Centenera,2,4,,,,
Trelles,10,1,,1.0000,,
Maschwitz,18,2,,,,
Luis Viale,9,6,,,,1.0000
La Bandera,6,7,1.0000,,,
OPERADOR LOGISTICO 2,8,1,,,,1618.0000
Bulnes,6,3,,1.0000,,
Amanecer,7,3,,,,3.0000
Villa Allende,2,3,,,,
Emilio Castro,1,4,1.0000,1.0000,,
La Bandera,3,3,,,,
Zarate,6,6,2.0000,,,
Rivadavia,10,7,,,,
Bulnes,21,1,,,,
Olivos,4,3,1.0000,,2.0000,
Maschwitz,2,7,,,,
Olivos,6,2,,1.0000,,
La Bandera,0,4,,,,
OPERADOR LOGISTICO,19,1,,,,
Olivos,4,6,1.0000,,2.0000,
Rivadavia,7,7,1.0000,,,
CORS Alem,9,7,,1.0000,,
Cabildo,13,1,,,,
Amanecer,5,1,,,,
Maipu,5,2,,,,
Boulevard,8,7,,,,
Alberdi,11,1,,,,
Maschwitz,3,4,,,,
Floresta,9,1,,,,
Floresta,3,3,,,,
Alberdi,7,4,,,,
Bulnes,22,7,,,,
Boulevard,4,5,,,,
Alberdi,13,3,,,,
Maschwitz,4,1,,,,
Laferrere,9,5,,,1.0000,
Gral Paz Capital,6,5,4.0000,2.0000,,
Gral Paz Capital,15,1,,1.0000,2.0000,8.0000
Los Incas,10,7,2.0000,1.0000,,
AUBASA LP-BA,16,4,8.0000,10.0000,1.0000,12.0000
Olivos,6,5,3.0000,,1.0000,
AUBASA BA-LP,20,1,,6.0000,,9.0000
Gral Paz Capital,12,6,1.0000,,1.0000,2.0000
Santa Fe,11,2,,,,
Congreso,18,1,,2.0000,,5.0000
Alsina,3,1,2.0000,,1.0000,1.0000
Maschwitz,13,1,,,,
Pilar,22,6,,,,4.0000
Buen Ayre,12,2,,5.0000,,3.0000
Alvear,23,5,,3.0000,1.0000,11.0000
Amanecer,17,4,2.0000,,1.0000,6.0000
America,19,1,,,1.0000,6.0000
AUBASA BA-LP,13,7,2.0000,2.0000,,2.0000
Olivos,14,2,2.0000,,,2.0000
Gral Paz Provincia,16,4,3.0000,2.0000,,4.0000
San Isidro,7,6,1.0000,3.0000,1.0000,1.0000
Bonpland,23,6,,,,5.0000
AUBASA LP-BA,8,2,7.0000,5.0000,1.0000,4.0000
Emilio Castro,11,1,,,,
Dialogos,16,4,,1.0000,,3.0000
Dialogos,20,3,,,,1.0000
San Isidro,23,4,2.0000,,1.0000,3.0000
Gral Paz Provincia,16,1,1.0000,5.0000,5.0000,9.0000
Gral Paz Provincia,0,7,2.0000,5.0000,2.0000,13.0000
Las Heras,20,2,,,2.0000,4.0000
Amanecer,2,6,,,1.0000,4.0000
CORS Alem,15,5,4.0000,,,
Gral Paz Capital,15,5,,4.0000,,3.0000
Los Incas,16,5,3.0000,4.0000,,
Maschwitz,22,3,1.0000,,,
Zarate Brazo Largo,11,2,,1.0000,,
Alvear,4,3,,,,3.0000
El Club,18,4,,3.0000,1.0000,9.0000
El Club,13,5,,,1.0000,4.0000
Olivos,16,5,,,1.0000,1.0000
AUBASA LP-BA,16,3,2.0000,5.0000,,9.0000
Dialogos,13,7,,,,
Amanecer,12,6,,2.0000,,
AUBASA BA-LP,16,6,7.0000,12.0000,6.0000,15.0000
Zarate,0,2,,,,
Lima,11,7,2.0000,7.0000,1.0000,4.0000
Buen Ayre,10,6,6.0000,7.0000,2.0000,2.0000
Lima,15,6,7.0000,13.0000,1.0000,14.0000
CORS Alem,14,6,4.0000,3.0000,,
Santa Fe,21,5,,,,
Maipu,23,4,,,2.0000,1.0000
Gral Paz Provincia,2,4,,1.0000,,8.0000
AUBASA LP-BA,18,3,5.0000,4.0000,,2.0000
El Club,14,7,2.0000,4.0000,,19.0000
Arroyo Seco,14,2,12.0000,11.0000,4.0000,30.0000
Gral Paz Provincia,1,1,2.0000,6.0000,6.0000,13.0000
Arroyo Seco,0,2,8.0000,7.0000,2.0000,5.0000
Quilmes,0,7,,1.0000,2.0000,6.0000
Parque Sarmiento,15,6,1.0000,,,2.0000
Parque Sarmiento,18,2,3.0000,1.0000,,4.0000
Maipu,6,1,1.0000,,,
Villa Luro,20,6,,1.0000,,2.0000
El Arco,6,1,,,,2.0000
Olivos,10,3,2.0000,,,
AUBASA BA-LP,8,1,2.0000,2.0000,,2.0000
Maipu,16,7,,,,3.0000
Lima,15,3,7.0000,17.0000,3.0000,18.0000
Buen Ayre,15,4,2.0000,10.0000,5.0000,21.0000
Lima,19,7,5.0000,7.0000,3.0000,9.0000
Villa Luro,23,7,1.0000,3.0000,,4.0000
Ovidio Lagos,10,4,,,,1.0000
Parque Sarmiento,23,1,,,,3.0000
Garay,16,2,1.0000,1.0000,,
San Isidro,18,3,,1.0000,,7.0000
Buen Ayre,17,1,5.0000,8.0000,1.0000,22.0000
Garay,11,6,,1.0000,1.0000,4.0000
Emilio Castro,12,1,,,1.0000,
Lima,13,7,3.0000,1.0000,,8.0000
Laferrere,6,5,,1.0000,,
Maipu,11,6,,,,3.0000
Gral Paz Capital,17,3,2.0000,2.0000,3.0000,5.0000
Maipu,6,4,,,,
AUBASA BA-LP,15,3,2.0000,10.0000,1.0000,9.0000
Alsina,19,5,1.0000,2.0000,2.0000,3.0000
San Isidro,19,2,2.0000,,2.0000,
Lima,18,2,9.0000,15.0000,4.0000,7.0000
AUBASA LP-BA,19,2,,1.0000,2.0000,9.0000
Parque Sarmiento,5,2,,,,
Fisherton,22,5,,,,6.0000
Olivos,16,6,,,,5.0000
Lima,20,5,6.0000,2.0000,2.0000,5.0000
Lima,18,4,9.0000,14.0000,3.0000,7.0000
Laferrere,6,7,1.0000,,,
Zarate Brazo Largo,22,7,1.0000,2.0000,,
Florencio Varela,9,4,,,,1.0000
Quilmes,20,1,1.0000,1.0000,,
Las Heras,6,5,4.0000,2.0000,5.0000,
Ovidio Lagos,18,3,,,,7.0000
Lima,22,1,1.0000,8.0000,,5.0000
Zarate,18,6,,,,
Alvear,21,6,,1.0000,,1.0000
CORS Alem,17,5,4.0000,4.0000,,
Quilmes,1,1,,,,1.0000
Lima,1,7,,4.0000,,7.0000
Santa Rita,15,5,2.0000,4.0000,,6.0000
Laferrere,19,1,,1.0000,,5.0000
El Arco,3,3,,,,
Maipu,17,2,1.0000,,,
Villa Allende,15,7,,,,1.0000
Villa Luro,20,5,2.0000,,,
Villa Luro,17,6,1.0000,3.0000,2.0000,1.0000
Buen Ayre,1,3,,3.0000,,1.0000
Arroyo Seco,12,1,9.0000,4.0000,5.0000,6.0000
El Club,18,1,4.0000,2.0000,7.0000,6.0000
AUBASA BA-LP,15,5,5.0000,14.0000,,13.0000
Amanecer,8,6,3.0000,,,
Santa Rita,0,4,,,,1.0000
Garay,6,7,,1.0000,,3.0000
Alvear,3,7,,2.0000,2.0000,6.0000
San Isidro,16,1,,,1.0000,2.0000
Bonpland,23,7,1.0000,4.0000,2.0000,6.0000
Santa Rita,2,1,,,,4.0000
Bonpland,0,3,,,1.0000,6.0000
AUBASA BA-LP,7,7,,4.0000,,
Arroyo Seco,12,6,4.0000,15.0000,,11.0000
La Carmela,21,2,2.0000,,,
Parque Sarmiento,17,1,,1.0000,,1.0000
Luis Viale,0,7,,1.0000,,4.0000
Fisherton,9,3,1.0000,2.0000,,2.0000
Arroyo Seco,4,6,4.0000,4.0000,,4.0000
San Isidro,9,1,1.0000,,,
Los Incas,15,5,3.0000,1.0000,,
Parque Sarmiento,7,4,1.0000,1.0000,,4.0000
Villa Luro,19,5,,1.0000,,1.0000
Laferrere,11,3,,1.0000,,1.0000
Quilmes,16,3,,,1.0000,7.0000
Lima,6,4,7.0000,3.0000,1.0000,4.0000
Ovidio Lagos,0,2,,,,4.0000
Laferrere,16,3,,,,4.0000
Quilmes,8,6,1.0000,,,
Del Tejar,21,7,,,,5.0000
Amanecer,2,1,2.0000,2.0000,3.0000,10.0000
Ovidio Lagos,14,2,,,,2.0000
Zarate,19,7,2.0000,,,
San Isidro,9,2,,4.0000,,1.0000
Laferrere,23,3,,,,
Buen Ayre,11,3,1.0000,3.0000,,9.0000
Garay,17,3,,,2.0000,1.0000
Zarate Brazo Largo,13,1,,4.0000,,1.0000
San Isidro,14,7,,3.0000,,5.0000
Gral Paz Provincia,7,1,,2.0000,,2.0000
Maipu,1,7,,,,1.0000
Villa Allende,9,4,,,,
Zarate Brazo Largo,11,5,,3.0000,,
Parque Sarmiento,21,1,,,,
Congreso,1,4,,,1.0000,
Amanecer,14,1,,,,1.0000
Buen Ayre,5,4,3.0000,3.0000,,
Zarate,22,3,,,,
Centenera,11,2,2.0000,,,
Fisherton,16,1,,2.0000,,9.0000
Alvear,0,6,,,,5.0000
Laferrere,18,5,,3.0000,,
Florencio Varela,6,7,,,1.0000,3.0000
Florencio Varela,20,7,2.0000,,,
Alvear,10,6,,1.0000,,3.0000
Buen Ayre,19,6,3.0000,2.0000,,4.0000
Arroyo Seco,19,4,13.0000,13.0000,13.0000,11.0000
Del Tejar,18,5,1.0000,,1.0000,
Arroyo Seco,14,7,12.0000,22.0000,9.0000,24.0000
Lima,17,1,11.0000,28.0000,6.0000,13.0000
AUBASA LP-BA,19,1,4.0000,11.0000,1.0000,8.0000
Villa Luro,16,1,1.0000,,2.0000,3.0000
AUBASA LP-BA,11,2,,2.0000,2.0000,2.0000
Floresta,12,2,,,,
Quilmes,21,5,,2.0000,,4.0000
AUBASA BA-LP,22,3,,,,2.0000
Zarate,21,2,,,,2.0000
Amanecer,14,6,,,,1.0000
Luis Viale,16,3,1.0000,2.0000,,2.0000
Bonpland,7,2,,,,
Alsina,3,3,,,1.0000,1.0000
Alvear,15,2,1.0000,3.0000,1.0000,12.0000
AUBASA BA-LP,12,5,2.0000,,,6.0000
AUBASA LP-BA,18,4,3.0000,2.0000,2.0000,4.0000
El Club,10,6,,,,2.0000
Las Heras,15,5,,2.0000,,3.0000
AUBASA LP-BA,12,6,2.0000,,,4.0000
Buen Ayre,16,3,3.0000,2.0000,5.0000,12.0000
AUBASA LP-BA,7,7,6.0000,2.0000,2.0000,
Bonpland,14,2,,,,3.0000
Las Heras,3,7,1.0000,7.0000,2.0000,
Maschwitz,14,6,1.0000,,,
Boulevard,9,2,,,,
Lima,13,6,6.0000,10.0000,,12.0000
Santa Rita,18,4,,,,1.0000
Alvear,12,6,2.0000,5.0000,1.0000,8.0000
Los Incas,14,6,1.0000,,,
Quilmes,10,7,,,,2.0000
Gutierrez,21,2,,,1.0000,
Parque Sarmiento,8,5,2.0000,2.0000,,1.0000
Zarate Brazo Largo,19,1,,3.0000,,1.0000
Los Incas,21,6,2.0000,,,
Zarate Brazo Largo,17,1,2.0000,4.0000,1.0000,1.0000
Florencio Varela,14,2,,1.0000,,1.0000
Bonpland,7,3,2.0000,4.0000,,1.0000
La Carmela,22,7,,,,
Centenera,18,4,,,,
Las Heras,15,4,3.0000,2.0000,,1.0000
Alvear,11,3,,3.0000,,3.0000
Olivos,6,6,2.0000,,,
Arroyo Seco,8,3,1.0000,1.0000,10.0000,8.0000
Florencio Varela,6,6,,,,
Gral Paz Provincia,16,7,1.0000,3.0000,2.0000,9.0000
Lima,13,4,4.0000,11.0000,,13.0000
Arroyo Seco,11,6,5.0000,6.0000,4.0000,16.0000
Fisherton,20,4,,,,6.0000
La Bandera,22,3,,,,
Laferrere,10,4,2.0000,,,1.0000
OPERADOR LOGISTICO 2,14,3,,,,3290.0000
Bulnes,17,3,,1.0000,,2.0000
Bonpland,8,5,1.0000,,,1.0000
Gral Paz Capital,21,7,2.0000,2.0000,,3.0000
Alvear,23,6,,5.0000,2.0000,12.0000
Olivos,17,6,3.0000,,1.0000,3.0000
San Isidro,10,3,,4.0000,1.0000,1.0000
Fisherton,11,1,,,,2.0000
Arroyo Seco,18,1,37.0000,20.0000,10.0000,10.0000
Amanecer,11,1,1.0000,,,
Centenera,11,3,1.0000,2.0000,1.0000,
Trelles,23,6,,1.0000,,3.0000
Congreso,14,6,,,,9.0000
Parque Sarmiento,8,4,1.0000,1.0000,,2.0000
OPERADOR LOGISTICO 2,10,4,,,,2459.0000
Arroyo Seco,22,2,7.0000,4.0000,1.0000,7.0000
Gutierrez,21,4,,1.0000,,1.0000
Alsina,22,3,,,,
Centenera,7,3,,,,
Gral Paz Capital,10,2,3.0000,,,3.0000
San Isidro,6,2,2.0000,2.0000,,
Santa Fe,14,5,,,,
Trelles,2,6,1.0000,,,1.0000
Villa Allende,13,6,,,,1.0000
Floresta,17,7,,,,
Laferrere,1,5,,,,
Olivos,15,4,1.0000,,,5.0000
Gral Paz Provincia,10,5,4.0000,8.0000,,2.0000
Cabildo,19,5,,1.0000,,1.0000
Buen Ayre,17,4,4.0000,6.0000,2.0000,11.0000
Maipu,21,2,1.0000,,,
AUBASA LP-BA,19,6,1.0000,2.0000,1.0000,3.0000
Luis Viale,6,2,,1.0000,,
America,22,7,,,,3.0000
Garay,11,2,,,,
La Carmela,18,4,1.0000,,,
El Club,21,5,,,,10.0000
Congreso,15,3,,,,7.0000
Garay,5,6,,1.0000,,
Emilio Castro,0,1,,2.0000,,4.0000
Congreso,16,5,,2.0000,1.0000,2.0000
Dialogos,18,2,,,,
AUBASA BA-LP,15,6,7.0000,10.0000,2.0000,4.0000
Las Heras,1,1,1.0000,4.0000,,3.0000
Maschwitz,8,7,1.0000,,,
Del Tejar,13,1,,,,
Villa Luro,0,5,,4.0000,,6.0000
El Arco,0,7,,,,3.0000
Florencio Varela,3,3,,2.0000,2.0000,
Quilmes,6,1,,1.0000,,
Quilmes,20,7,1.0000,,,2.0000
Trelles,1,4,,1.0000,,
Las Heras,0,5,,,1.0000,1.0000
Olivos,7,4,2.0000,1.0000,,
Gral Paz Provincia,8,4,3.0000,4.0000,,5.0000
Ovidio Lagos,6,1,,,,
Congreso,17,1,,,,1.0000
Cabildo,10,7,2.0000,,,
Gral Paz Capital,11,1,2.0000,1.0000,,3.0000
Gral Paz Provincia,23,4,,1.0000,2.0000,3.0000
Maipu,16,1,1.0000,,,2.0000
Maipu,22,6,3.0000,,1.0000,1.0000
Parque Sarmiento,23,2,,,,4.0000
Quilmes,19,7,,,,1.0000
Zarate Brazo Largo,18,4,2.0000,5.0000,,3.0000
Lima,14,3,1.0000,6.0000,1.0000,22.0000
Congreso,3,4,,,,
Florencio Varela,11,3,,1.0000,1.0000,
Cabildo,6,6,1.0000,,,
Gral Paz Provincia,11,5,1.0000,1.0000,3.0000,2.0000
Laferrere,19,3,1.0000,1.0000,,1.0000
El Arco,21,6,,,,
