estacion,hora,dia_semana,q_cafes_llevar_algo_otros_sinbakery_negro_caramelonochoco,q_cafes_local_algo_otros_sinbakery_negro_caramelonochoco
Maipu,3,7,,
Pilar,8,3,2.0000,
AUBASA BA-LP,22,5,4.0000,6.0000
Maschwitz,5,3,,
Cabildo,17,5,,
Las Heras,11,1,1.0000,
Zarate Brazo Largo,16,3,5.0000,2.0000
Laferrere,20,5,,
El Club,16,7,4.0000,15.0000
Pilar,18,1,,
Ovidio Lagos,15,4,,1.0000
Florencio Varela,5,1,3.0000,
Villa Allende,12,4,,5.0000
Alsina,16,4,,2.0000
Pilar,12,4,1.0000,
Congreso,6,7,4.0000,1.0000
Villa Luro,19,7,1.0000,7.0000
Zarate,11,4,,
Buen Ayre,23,5,3.0000,5.0000
Olivos,16,7,,5.0000
Cabildo,5,6,,
Los Incas,9,4,,
Emilio Castro,21,7,,
Gral Paz Provincia,2,2,2.0000,
Amanecer,18,6,1.0000,1.0000
AUBASA LP-BA,2,7,2.0000,
Laferrere,2,7,1.0000,
Bulnes,15,4,,2.0000
Santa Fe,9,2,3.0000,
Boulevard,7,5,2.0000,2.0000
San Isidro,10,2,2.0000,14.0000
La Carmela,4,1,,
Congreso,2,3,3.0000,2.0000
Alvear,9,3,3.0000,16.0000
Parque Sarmiento,6,6,2.0000,2.0000
Buen Ayre,6,7,4.0000,
Del Tejar,11,2,,
Emilio Castro,21,2,,
Bonpland,13,5,,8.0000
Villa Allende,13,5,3.0000,4.0000
Garay,6,6,2.0000,
Luis Viale,14,3,,14.0000
Arroyo Seco,16,6,49.0000,28.0000
Emilio Castro,0,6,,
Garay,21,2,1.0000,1.0000
Gral Paz Capital,5,4,7.0000,1.0000
Zarate Brazo Largo,18,6,4.0000,
Arroyo Seco,21,7,10.0000,1.0000
Boulevard,20,3,,14.0000
Emilio Castro,18,5,2.0000,
Maschwitz,13,3,,
Gral Paz Provincia,17,2,,6.0000
Floresta,14,6,,1.0000
El Club,1,1,1.0000,5.0000
La Carmela,0,4,,
Luis Viale,20,7,1.0000,3.0000
Gutierrez,15,4,5.0000,6.0000
San Isidro,5,7,,
Del Tejar,18,2,2.0000,3.0000
Alberdi,11,2,,
El Club,21,7,,2.0000
Gutierrez,16,2,6.0000,12.0000
Rivadavia,19,6,,
Floresta,13,7,3.0000,
Villa Allende,14,6,2.0000,8.0000
Gral Paz Provincia,7,5,8.0000,2.0000
Maipu,3,3,,
Bonpland,14,5,2.0000,6.0000
Del Tejar,8,6,2.0000,1.0000
Del Tejar,22,4,,
Maschwitz,0,2,,
AUBASA LP-BA,1,4,3.0000,4.0000
Lima,19,1,33.0000,16.0000
Bulnes,21,6,,
Emilio Castro,15,6,1.0000,
Floresta,14,1,1.0000,4.0000
Zarate,14,7,,
Centenera,19,4,1.0000,1.0000
America,22,1,1.0000,6.0000
Floresta,16,6,1.0000,1.0000
AUBASA BA-LP,11,3,9.0000,11.0000
Ovidio Lagos,4,7,,
Gral Paz Capital,23,7,3.0000,2.0000
Quilmes,18,7,1.0000,
Del Tejar,15,1,,4.0000
Villa Allende,12,7,1.0000,1.0000
Bonpland,13,2,2.0000,6.0000
Arroyo Seco,6,4,16.0000,3.0000
Florencio Varela,13,5,1.0000,2.0000
Alberdi,0,7,,
Amanecer,22,3,1.0000,
Quilmes,14,6,,
Bulnes,20,6,,1.0000
Amanecer,15,7,3.0000,
Fisherton,7,4,12.0000,
Zarate,21,6,,
Fisherton,10,6,1.0000,
Alberdi,7,3,,
Maipu,12,1,,
Amanecer,10,7,6.0000,1.0000
Zarate,12,7,,
El Arco,2,7,4.0000,2.0000
Quilmes,23,4,,
Arroyo Seco,5,6,18.0000,1.0000
Florencio Varela,5,3,8.0000,
Fisherton,6,3,3.0000,
El Club,18,7,2.0000,6.0000
Luis Viale,0,1,1.0000,4.0000
Del Tejar,10,4,,3.0000
America,10,7,3.0000,10.0000
San Isidro,8,6,2.0000,8.0000
Arroyo Seco,11,3,21.0000,12.0000
Buen Ayre,18,4,7.0000,8.0000
Quilmes,14,2,1.0000,
America,1,1,,5.0000
Parque Sarmiento,13,1,,2.0000
Maschwitz,3,5,,
Bonpland,18,1,3.0000,1.0000
Arroyo Seco,4,2,18.0000,
Lima,23,6,10.0000,2.0000
AUBASA LP-BA,10,6,8.0000,14.0000
Trelles,16,3,,4.0000
Florencio Varela,5,2,10.0000,
Alvear,15,5,4.0000,13.0000
Del Tejar,10,7,,
Zarate,15,2,,
El Arco,5,4,6.0000,
El Arco,20,2,2.0000,4.0000
Alvear,15,3,2.0000,18.0000
Garay,18,7,5.0000,4.0000
Alvear,22,3,1.0000,6.0000
Emilio Castro,6,4,6.0000,1.0000
Bonpland,8,3,4.0000,4.0000
Lima,18,6,44.0000,20.0000
Luis Viale,12,7,2.0000,2.0000
Fisherton,5,3,1.0000,
Maipu,3,6,,
Rosario Sur,0,5,,
Luis Viale,16,2,,10.0000
Garay,0,3,,
Congreso,0,4,,1.0000
America,13,5,,6.0000
El Arco,16,2,6.0000,2.0000
Maschwitz,23,1,,
Las Heras,15,3,,
Arroyo Seco,13,3,23.0000,31.0000
La Carmela,4,3,,
Amanecer,13,2,1.0000,
Bulnes,12,6,1.0000,2.0000
Pilar,6,7,,
El Arco,2,3,3.0000,
Santa Fe,10,6,3.0000,
Los Incas,16,4,,
Amanecer,9,6,13.0000,4.0000
Del Tejar,8,1,,
Las Heras,16,5,1.0000,
El Club,7,4,4.0000,7.0000
La Bandera,7,6,24.0000,
Villa Luro,5,3,,1.0000
Villa Luro,20,7,2.0000,5.0000
Alberdi,2,1,,
Del Tejar,1,5,,
Las Heras,22,5,4.0000,
Floresta,21,1,2.0000,
Lima,6,6,11.0000,3.0000
Luis Viale,15,3,5.0000,14.0000
Zarate,5,6,,
Alberdi,15,4,,
Alsina,3,4,,1.0000
Cabildo,13,2,,
Villa Allende,23,7,,1.0000
Maschwitz,8,4,,
Parque Sarmiento,16,3,,5.0000
Cabildo,20,3,,
Fisherton,12,2,1.0000,2.0000
Rosario Sur,7,7,,
Santa Fe,12,4,1.0000,
Boulevard,19,5,2.0000,7.0000
Ovidio Lagos,15,7,,
AUBASA LP-BA,2,5,,
Bulnes,18,4,2.0000,5.0000
Alvear,3,5,2.0000,2.0000
CORS Alem,11,5,1.0000,
CORS Alem,8,4,5.0000,
La Bandera,9,7,8.0000,
Lima,5,2,16.0000,4.0000
Cabildo,14,5,,
Mitre,3,1,,
Parque Sarmiento,4,6,1.0000,
Boulevard,13,6,1.0000,3.0000
Alsina,2,3,,1.0000
Anchorena,18,2,,
Alsina,4,5,,2.0000
Floresta,2,3,,
Rosario Sur,11,6,,
Fisherton,3,4,1.0000,2.0000
Boulevard,15,6,1.0000,11.0000
Boulevard,3,1,1.0000,
Zarate Brazo Largo,4,7,1.0000,
Villa Allende,23,6,1.0000,4.0000
Rivadavia,21,4,,
Florencio Varela,2,3,,
Ovidio Lagos,5,2,,
Rivadavia,17,6,,
Rosario Sur,7,5,,
Rosario Sur,13,2,,
Boulevard,0,1,,
Bulnes,5,4,,
Rosario Sur,3,4,,
Mitre,17,5,,
Las Heras,3,6,,
Mitre,21,4,,
Mitre,21,6,,
Anchorena,20,5,,
Villa Allende,0,3,,
OPERADOR LOGISTICO 2,7,2,,
Rosario Sur,19,4,,
Mitre,4,2,,
Rivadavia,13,4,,
OPERADOR LOGISTICO,22,6,,
Boulevard,2,1,1.0000,
Mitre,11,4,,
Santa Fe,23,3,,
Rivadavia,4,6,,
Mitre,13,3,,
OPERADOR LOGISTICO,15,5,,
Villa Allende,3,3,,1.0000
Anchorena,14,3,,
OPERADOR LOGISTICO,10,5,,
Anchorena,6,6,,
Anchorena,3,4,,
Anchorena,10,5,,
Bulnes,1,3,,
Bulnes,5,2,,
OPERADOR LOGISTICO 2,18,7,,
Rivadavia,2,5,,
OPERADOR LOGISTICO,23,4,,
Arroyo Seco,20,4,16.0000,3.0000
Maipu,22,5,,1.0000
Gral Paz Capital,2,7,6.0000,3.0000
Florencio Varela,23,7,,
Maschwitz,6,7,,
Arroyo Seco,16,5,49.0000,31.0000
Los Incas,19,1,,
AUBASA LP-BA,16,7,14.0000,18.0000
Luis Viale,19,2,3.0000,11.0000
Santa Fe,15,4,1.0000,1.0000
Florencio Varela,7,4,4.0000,2.0000
Olivos,7,5,3.0000,
Amanecer,6,6,5.0000,2.0000
AUBASA BA-LP,10,4,22.0000,18.0000
La Carmela,19,4,,
La Carmela,21,1,2.0000,
Pilar,13,1,1.0000,
El Arco,17,3,1.0000,4.0000
Gral Paz Provincia,19,5,1.0000,8.0000
Maschwitz,9,3,,
Boulevard,8,4,1.0000,1.0000
Gutierrez,1,5,,1.0000
Trelles,14,7,1.0000,1.0000
Gral Paz Capital,13,7,7.0000,
Olivos,18,7,,5.0000
La Bandera,15,1,,
Zarate,17,3,,
Florencio Varela,1,6,2.0000,
Garay,2,1,4.0000,2.0000
Trelles,10,2,,
Zarate,17,4,,1.0000
Alberdi,17,1,,
Cabildo,12,2,,
America,22,5,4.0000,8.0000
Luis Viale,0,4,,2.0000
Santa Rita,6,4,3.0000,2.0000
Rosario Sur,16,1,,
Congreso,11,5,1.0000,2.0000
El Club,23,1,,1.0000
Alberdi,13,7,,
Quilmes,14,3,,
AUBASA BA-LP,16,7,20.0000,9.0000
Trelles,0,2,2.0000,
Gral Paz Provincia,6,1,10.0000,3.0000
Pilar,6,4,,
Alsina,9,4,1.0000,2.0000
Villa Luro,8,5,4.0000,5.0000
Emilio Castro,13,5,5.0000,
Olivos,22,3,,
Trelles,19,6,,1.0000
Gral Paz Capital,1,7,18.0000,2.0000
Florencio Varela,16,2,3.0000,
Lima,10,3,20.0000,19.0000
Olivos,16,3,,
Luis Viale,6,5,5.0000,
Centenera,15,4,,
Floresta,1,6,,1.0000
Los Incas,11,1,,
Emilio Castro,11,2,,
Maipu,14,6,,
Centenera,4,6,,
Laferrere,14,6,,
Arroyo Seco,9,1,14.0000,10.0000
Pilar,23,3,,
Floresta,6,2,2.0000,1.0000
Alsina,22,6,,
Laferrere,20,3,2.0000,
Bonpland,21,4,,
Gral Paz Capital,4,5,8.0000,2.0000
Pilar,14,5,,2.0000
Fisherton,22,6,1.0000,2.0000
Gral Paz Capital,7,5,6.0000,3.0000
America,21,7,,2.0000
Floresta,3,5,,1.0000
Emilio Castro,10,4,,
Quilmes,1,5,,
Del Tejar,20,5,,2.0000
Centenera,12,1,,
Lima,19,2,22.0000,7.0000
Alberdi,0,4,,
Santa Fe,12,1,2.0000,
Buen Ayre,3,1,2.0000,4.0000
Luis Viale,6,7,,2.0000
Ovidio Lagos,11,1,,
AUBASA LP-BA,20,4,1.0000,4.0000
Gutierrez,2,6,2.0000,
Del Tejar,22,7,,2.0000
Maschwitz,6,3,,
Alvear,19,1,1.0000,8.0000
Trelles,17,6,4.0000,
Quilmes,23,6,,
Zarate,11,5,,
Gral Paz Capital,10,6,7.0000,3.0000
Luis Viale,11,2,2.0000,8.0000
La Carmela,10,5,,
Fisherton,20,1,,
Pilar,8,5,,
Congreso,23,7,4.0000,
Villa Allende,10,7,1.0000,3.0000
Garay,14,6,1.0000,3.0000
AUBASA BA-LP,20,6,7.0000,4.0000
Buen Ayre,16,6,6.0000,19.0000
Del Tejar,22,2,,2.0000
Parque Sarmiento,11,3,3.0000,4.0000
Laferrere,23,1,2.0000,
Quilmes,9,5,,
Pilar,20,4,,
Emilio Castro,17,5,2.0000,1.0000
Santa Rita,14,6,4.0000,2.0000
Gral Paz Capital,19,4,4.0000,4.0000
Santa Rita,18,1,3.0000,3.0000
Gral Paz Capital,8,6,10.0000,2.0000
Villa Luro,23,6,1.0000,5.0000
Garay,0,4,1.0000,3.0000
Maschwitz,2,6,,
El Club,1,7,2.0000,2.0000
Gral Paz Capital,22,5,2.0000,2.0000
La Bandera,6,6,3.0000,
Ovidio Lagos,18,5,,
Amanecer,20,2,,
Alsina,13,1,2.0000,1.0000
El Club,3,7,,
AUBASA BA-LP,1,6,5.0000,5.0000
Congreso,12,1,,
Bulnes,12,7,1.0000,
Laferrere,19,6,1.0000,
Pilar,11,2,,1.0000
Parque Sarmiento,23,3,,1.0000
Buen Ayre,20,4,2.0000,4.0000
Del Tejar,20,4,1.0000,2.0000
Alvear,6,2,7.0000,2.0000
Buen Ayre,11,4,11.0000,17.0000
Maipu,5,5,,
La Carmela,19,7,,
Centenera,20,7,,
Gutierrez,18,4,2.0000,
San Isidro,20,4,,2.0000
Luis Viale,9,7,5.0000,3.0000
Congreso,11,7,1.0000,2.0000
Gral Paz Capital,11,2,2.0000,3.0000
Alsina,18,7,,1.0000
Gral Paz Provincia,4,2,21.0000,
Arroyo Seco,12,3,19.0000,13.0000
Zarate Brazo Largo,13,3,1.0000,5.0000
Laferrere,21,2,,
Villa Allende,12,3,,2.0000
Garay,11,5,2.0000,2.0000
Pilar,13,6,,
Gral Paz Provincia,11,6,6.0000,11.0000
Floresta,15,2,1.0000,1.0000
Emilio Castro,9,3,1.0000,
La Carmela,14,2,,
La Carmela,13,2,,
Alsina,14,7,1.0000,
Ovidio Lagos,9,4,,
Del Tejar,17,7,,2.0000
Alsina,21,5,1.0000,1.0000
El Arco,3,5,1.0000,
Ovidio Lagos,5,1,,
Olivos,0,3,,
Las Heras,21,3,2.0000,
Dialogos,17,2,,
Dialogos,8,4,1.0000,
Centenera,9,2,2.0000,1.0000
America,11,7,,2.0000
Las Heras,23,6,1.0000,
Florencio Varela,2,1,2.0000,
Fisherton,21,4,,2.0000
Fisherton,12,6,,1.0000
Villa Luro,16,7,3.0000,10.0000
Quilmes,17,6,1.0000,
Pilar,17,7,,
El Arco,13,2,,
Parque Sarmiento,21,5,,3.0000
Fisherton,1,2,7.0000,2.0000
Centenera,9,7,5.0000,2.0000
Quilmes,7,5,,2.0000
Del Tejar,17,5,,3.0000
Laferrere,11,4,1.0000,
Arroyo Seco,22,3,10.0000,3.0000
La Bandera,7,2,40.0000,
La Carmela,10,7,,
Santa Fe,13,1,2.0000,
Bonpland,22,6,3.0000,11.0000
Centenera,7,6,2.0000,1.0000
Las Heras,16,6,,1.0000
Gutierrez,1,7,2.0000,4.0000
Santa Rita,0,1,,1.0000
Arroyo Seco,22,7,14.0000,5.0000
Zarate,12,1,,
Bulnes,8,7,,
Gral Paz Capital,21,1,5.0000,2.0000
Olivos,18,3,,2.0000
Pilar,2,3,1.0000,
Zarate Brazo Largo,8,3,9.0000,2.0000
AUBASA BA-LP,8,7,12.0000,5.0000
Congreso,10,1,2.0000,1.0000
La Carmela,23,1,,
Floresta,12,3,3.0000,
Alberdi,17,2,,
Del Tejar,2,2,,
America,19,3,1.0000,2.0000
Gral Paz Provincia,11,7,7.0000,7.0000
Zarate Brazo Largo,10,3,1.0000,
Maschwitz,19,5,,
Parque Sarmiento,16,4,1.0000,11.0000
La Carmela,15,6,,
Zarate,20,6,,
Gral Paz Capital,4,4,7.0000,
Parque Sarmiento,17,6,6.0000,4.0000
Villa Luro,11,7,2.0000,9.0000
Los Incas,16,7,,
AUBASA BA-LP,15,1,14.0000,8.0000
Lima,0,6,8.0000,3.0000
Gutierrez,2,3,,
El Club,2,1,,5.0000
Fisherton,11,3,2.0000,1.0000
San Isidro,14,4,1.0000,3.0000
America,7,1,,
Cabildo,9,3,,
Los Incas,20,7,,
Trelles,13,7,2.0000,2.0000
Laferrere,6,4,2.0000,
Cabildo,11,6,,
Bonpland,3,4,,5.0000
Bulnes,21,7,,
Alberdi,11,7,,
Emilio Castro,3,1,2.0000,2.0000
Centenera,18,1,,1.0000
Los Incas,6,7,,
Villa Luro,2,7,5.0000,2.0000
Santa Fe,20,5,2.0000,
Alberdi,3,7,,
Las Heras,15,1,1.0000,
Maschwitz,19,4,,
Emilio Castro,22,7,,
Olivos,17,5,,5.0000
Del Tejar,9,2,,
Florencio Varela,8,7,2.0000,2.0000
Floresta,19,2,4.0000,1.0000
Rosario Sur,18,1,,
Bonpland,10,1,1.0000,1.0000
Florencio Varela,2,2,1.0000,
La Carmela,9,5,,
Cabildo,7,3,,
Floresta,4,1,2.0000,
AUBASA BA-LP,3,2,1.0000,2.0000
Olivos,4,4,,
Alberdi,4,2,,
Buen Ayre,4,2,4.0000,3.0000
Bonpland,15,1,,9.0000
Pilar,3,5,,
CORS Alem,16,5,2.0000,
Villa Luro,10,7,1.0000,4.0000
El Arco,2,2,,
Santa Rita,10,2,1.0000,4.0000
Del Tejar,4,7,,
El Club,5,7,2.0000,2.0000
Los Incas,2,6,,
Cabildo,3,2,,
Dialogos,4,5,2.0000,
Las Heras,11,2,5.0000,
Rivadavia,17,5,,
Rivadavia,0,4,,
Floresta,13,5,2.0000,1.0000
Rivadavia,20,4,,
AUBASA BA-LP,5,5,9.0000,3.0000
Rosario Sur,18,7,,
Alsina,2,2,,
Zarate,6,2,,
Boulevard,7,1,,1.0000
Villa Luro,2,6,,
Villa Allende,1,4,,
Bonpland,2,3,1.0000,
Alsina,3,6,,
Rosario Sur,21,7,,
Alvear,3,3,1.0000,2.0000
Maipu,4,4,,
El Club,2,2,,
Mitre,16,4,,
OPERADOR LOGISTICO 2,13,7,,
Rivadavia,21,7,,
OPERADOR LOGISTICO 2,14,2,,
Rivadavia,4,1,,
Mitre,13,7,,
Rivadavia,14,4,,
Rivadavia,13,2,,
Rosario Sur,14,3,,
Mitre,14,4,,
Mitre,10,4,,
Rosario Sur,3,6,,
Anchorena,16,5,,
Villa Allende,1,3,,
Anchorena,4,5,,
CORS Alem,0,4,,
OPERADOR LOGISTICO 2,18,4,,
Mitre,19,1,,
Bulnes,5,1,,
OPERADOR LOGISTICO,16,2,,
Rivadavia,10,5,,
Trelles,15,6,1.0000,6.0000
Amanecer,18,2,3.0000,
Lima,21,2,7.0000,5.0000
Parque Sarmiento,1,3,1.0000,1.0000
Arroyo Seco,9,2,26.0000,12.0000
Garay,17,5,1.0000,2.0000
Alvear,19,2,3.0000,4.0000
Santa Fe,18,1,1.0000,
AUBASA LP-BA,7,3,8.0000,4.0000
Maipu,23,3,,1.0000
Buen Ayre,8,4,20.0000,19.0000
Rosario Sur,12,5,,
Luis Viale,4,3,3.0000,1.0000
Zarate Brazo Largo,10,6,6.0000,4.0000
El Club,11,7,3.0000,3.0000
Gutierrez,22,7,1.0000,3.0000
Cabildo,19,7,,
La Carmela,8,6,,
Santa Rita,11,3,1.0000,1.0000
Cabildo,2,7,,
Los Incas,3,6,,
Rivadavia,21,2,,
Maschwitz,12,7,,
Villa Allende,16,1,,1.0000
La Carmela,16,1,,
Bonpland,2,6,2.0000,1.0000
Lima,9,7,22.0000,8.0000
Gral Paz Capital,9,6,6.0000,7.0000
Rivadavia,10,6,,
Centenera,18,7,1.0000,1.0000
Zarate,6,4,,
Alsina,9,7,1.0000,
Olivos,15,1,,1.0000
AUBASA LP-BA,17,1,15.0000,15.0000
Gral Paz Provincia,0,2,4.0000,3.0000
Lima,9,2,13.0000,13.0000
San Isidro,16,5,3.0000,16.0000
Del Tejar,9,6,,3.0000
El Club,16,6,3.0000,19.0000
Arroyo Seco,20,6,16.0000,8.0000
Del Tejar,17,2,2.0000,5.0000
Zarate Brazo Largo,17,7,,1.0000
America,10,5,,
Parque Sarmiento,9,4,3.0000,18.0000
Las Heras,19,7,5.0000,
Cabildo,12,7,,
Quilmes,7,3,,
Gral Paz Capital,8,5,6.0000,10.0000
Fisherton,8,2,1.0000,
Ovidio Lagos,17,7,,
Centenera,12,3,3.0000,2.0000
Lima,12,4,19.0000,18.0000
San Isidro,2,6,,
Gral Paz Capital,3,1,6.0000,1.0000
Villa Allende,10,1,2.0000,2.0000
El Club,20,7,1.0000,6.0000
America,23,5,1.0000,5.0000
Buen Ayre,14,3,7.0000,17.0000
Maipu,19,4,,
San Isidro,17,7,4.0000,2.0000
Quilmes,11,7,,
Arroyo Seco,3,7,18.0000,2.0000
Gral Paz Provincia,2,1,4.0000,6.0000
Laferrere,12,6,,2.0000
Villa Allende,7,2,5.0000,1.0000
Alsina,9,2,,2.0000
Emilio Castro,16,3,3.0000,2.0000
Maipu,21,3,,
America,22,3,2.0000,4.0000
San Isidro,8,5,4.0000,10.0000
Del Tejar,16,4,,5.0000
Gutierrez,6,6,5.0000,2.0000
AUBASA LP-BA,17,7,9.0000,14.0000
La Carmela,19,1,,
Florencio Varela,4,6,4.0000,
Gral Paz Capital,13,4,6.0000,6.0000
Parque Sarmiento,20,5,,3.0000
Gutierrez,15,5,3.0000,8.0000
Gutierrez,16,3,3.0000,3.0000
Quilmes,11,6,,
Bonpland,11,2,2.0000,3.0000
Maipu,18,4,,
Garay,6,3,,2.0000
Ovidio Lagos,8,4,,1.0000
Trelles,15,5,,6.0000
Las Heras,20,3,2.0000,
Dialogos,17,6,1.0000,1.0000
Centenera,6,5,6.0000,3.0000
Trelles,4,4,1.0000,
Gutierrez,15,6,3.0000,5.0000
Bonpland,16,6,1.0000,7.0000
Alberdi,5,6,,
Lima,1,2,16.0000,5.0000
Ovidio Lagos,8,3,,1.0000
Gral Paz Provincia,12,4,2.0000,2.0000
Alberdi,7,2,,
Quilmes,2,1,,
Florencio Varela,20,3,,
Garay,10,4,3.0000,2.0000
Pilar,21,1,1.0000,
Quilmes,17,5,,1.0000
Florencio Varela,8,5,1.0000,2.0000
Villa Luro,0,1,2.0000,8.0000
El Club,12,5,2.0000,12.0000
Maipu,19,3,,
Garay,7,6,1.0000,
Parque Sarmiento,0,2,2.0000,
Centenera,1,5,1.0000,
Laferrere,10,1,,
Buen Ayre,6,5,18.0000,16.0000
Arroyo Seco,20,3,16.0000,2.0000
CORS Alem,14,4,6.0000,
Maschwitz,17,4,,
Buen Ayre,20,5,5.0000,3.0000
AUBASA BA-LP,12,4,9.0000,15.0000
Olivos,9,7,,
Fisherton,12,4,,1.0000
Olivos,22,6,,2.0000
Laferrere,21,7,,1.0000
Dialogos,7,1,,1.0000
Zarate Brazo Largo,0,7,2.0000,
Los Incas,23,4,,
Alberdi,15,1,,
Quilmes,14,7,,
El Arco,6,2,3.0000,1.0000
AUBASA LP-BA,13,6,8.0000,9.0000
Santa Rita,1,2,,
Centenera,0,6,1.0000,2.0000
America,22,2,1.0000,2.0000
Maschwitz,13,2,,
Parque Sarmiento,1,1,,1.0000
Santa Rita,21,6,1.0000,
Congreso,22,6,1.0000,2.0000
El Arco,10,2,3.0000,6.0000
Ovidio Lagos,0,4,,
CORS Alem,12,4,,
Amanecer,2,5,2.0000,
Congreso,15,7,3.0000,1.0000
Villa Allende,17,7,,3.0000
La Carmela,13,3,,
La Carmela,6,4,,1.0000
Gral Paz Provincia,22,2,,1.0000
Trelles,12,6,2.0000,4.0000
Arroyo Seco,23,3,11.0000,5.0000
La Carmela,12,2,1.0000,
Maipu,16,3,,
El Arco,22,2,2.0000,2.0000
Trelles,2,5,2.0000,1.0000
Alvear,6,1,4.0000,4.0000
Dialogos,2,2,,
Alberdi,10,1,,
Gutierrez,13,3,,13.0000
Congreso,17,2,2.0000,2.0000
Laferrere,21,5,1.0000,
Luis Viale,16,7,,12.0000
Gral Paz Capital,14,3,2.0000,7.0000
Alvear,18,5,6.0000,12.0000
Gral Paz Provincia,23,7,1.0000,15.0000
Buen Ayre,22,1,4.0000,3.0000
Villa Allende,17,1,4.0000,3.0000
AUBASA LP-BA,5,4,3.0000,1.0000
Maschwitz,4,7,,
Villa Luro,17,7,,5.0000
Arroyo Seco,2,1,26.0000,5.0000
AUBASA LP-BA,20,1,7.0000,1.0000
Laferrere,7,4,1.0000,
Alsina,18,4,1.0000,3.0000
Alberdi,13,4,,
Gutierrez,22,3,,4.0000
Garay,0,2,,1.0000
Zarate,13,5,,
Luis Viale,17,6,12.0000,11.0000
Gral Paz Provincia,10,2,11.0000,44.0000
Del Tejar,15,7,1.0000,2.0000
Amanecer,1,7,3.0000,4.0000
Las Heras,17,4,6.0000,
Laferrere,12,3,,1.0000
Laferrere,23,5,,
Arroyo Seco,13,1,24.0000,32.0000
Amanecer,11,7,1.0000,
Olivos,21,2,,2.0000
Villa Luro,5,2,1.0000,
Zarate,22,7,,1.0000
Lima,10,1,19.0000,5.0000
El Arco,9,7,6.0000,1.0000
Florencio Varela,12,2,2.0000,1.0000
El Arco,22,4,2.0000,4.0000
Cabildo,23,7,,
Del Tejar,3,7,,2.0000
Fisherton,2,1,6.0000,5.0000
Bonpland,5,3,1.0000,
La Bandera,9,3,4.0000,
Ovidio Lagos,21,7,,
Los Incas,21,4,,
America,8,3,1.0000,1.0000
Fisherton,20,7,,
Gral Paz Provincia,23,2,4.0000,5.0000
Ovidio Lagos,17,3,2.0000,
Laferrere,4,5,2.0000,
Amanecer,16,3,6.0000,8.0000
Villa Luro,20,3,2.0000,3.0000
Parque Sarmiento,21,3,1.0000,2.0000
Buen Ayre,7,6,16.0000,11.0000
Santa Rita,4,5,,
Buen Ayre,6,2,16.0000,5.0000
Anchorena,16,4,,
Alvear,9,6,6.0000,12.0000
AUBASA BA-LP,10,2,20.0000,9.0000
San Isidro,15,3,3.0000,7.0000
Buen Ayre,5,5,18.0000,1.0000
America,6,5,1.0000,1.0000
Dialogos,5,2,1.0000,
Boulevard,9,3,,4.0000
Alvear,13,6,3.0000,17.0000
Laferrere,6,3,3.0000,
Luis Viale,7,4,1.0000,
Florencio Varela,17,5,,1.0000
Gutierrez,3,6,,1.0000
El Arco,23,5,,3.0000
La Carmela,15,1,,
Zarate,19,2,,
Gral Paz Provincia,4,7,40.0000,3.0000
Alvear,22,4,1.0000,4.0000
Trelles,3,5,2.0000,
Florencio Varela,6,5,1.0000,
Del Tejar,10,5,,3.0000
Trelles,21,4,1.0000,
Maipu,12,5,,
Buen Ayre,4,5,3.0000,
San Isidro,1,7,,2.0000
Arroyo Seco,6,7,15.0000,3.0000
Maschwitz,17,7,,
Dialogos,22,4,1.0000,
Emilio Castro,4,2,5.0000,
Laferrere,14,5,2.0000,
Fisherton,13,2,,
Alsina,11,1,,2.0000
Fisherton,4,7,5.0000,
Santa Rita,23,3,,
Mitre,9,3,,
La Bandera,0,1,,
Zarate Brazo Largo,1,1,5.0000,2.0000
Rivadavia,8,4,,
Parque Sarmiento,10,1,,10.0000
Centenera,23,1,,1.0000
Alsina,23,5,,
Luis Viale,9,1,7.0000,1.0000
Olivos,13,5,1.0000,
Trelles,3,6,,3.0000
Las Heras,20,4,1.0000,
Las Heras,4,3,2.0000,
Maschwitz,16,3,,
Emilio Castro,5,7,,
San Isidro,5,3,,
Garay,11,4,3.0000,1.0000
Quilmes,8,4,,1.0000
Villa Allende,7,7,1.0000,
Zarate Brazo Largo,6,1,1.0000,
Rivadavia,12,2,,
Alsina,10,7,1.0000,1.0000
AUBASA LP-BA,1,6,7.0000,3.0000
America,6,4,2.0000,1.0000
Villa Luro,10,5,1.0000,4.0000
El Arco,23,3,,
Pilar,2,4,,
San Isidro,4,4,,1.0000
Alsina,9,3,,2.0000
Cabildo,1,2,,
Alberdi,7,5,,
Boulevard,7,6,4.0000,6.0000
Rosario Sur,10,3,,
Zarate Brazo Largo,23,3,1.0000,
La Bandera,23,7,,
Los Incas,3,4,,
Olivos,5,3,,
Rosario Sur,15,5,,
Villa Allende,8,1,,1.0000
Rosario Sur,9,4,,
Floresta,12,1,4.0000,2.0000
Cabildo,2,1,,
Rosario Sur,15,1,,
Rivadavia,18,2,,
Bulnes,19,1,,2.0000
Los Incas,3,3,,
Alsina,10,1,,1.0000
OPERADOR LOGISTICO 2,18,6,,
Trelles,4,3,,
Cabildo,4,5,,
Mitre,20,4,,
Fisherton,4,5,,
Mitre,17,6,,
Mitre,18,6,,
Boulevard,4,3,,
Cabildo,6,5,,
Mitre,21,1,,
Rivadavia,8,1,,
OPERADOR LOGISTICO,9,5,,
Anchorena,1,5,,
Anchorena,18,3,,
